train_id,compound_id,train_molecule_name,standard_inchi_key,chembl_id,chembl_pref_name
3612,3612,OADMET-0001474,HHGRFEKKRJWNCL-UHFFFAOYSA-N,CHEMBL5013785,
3683,3683,OADMET-0001398,NAYBNVDCRZKWNK-UHFFFAOYSA-N,CHEMBL4917714,
3697,3697,OADMET-0001382,AZUKLFDEKHPYJS-UHFFFAOYSA-N,CHEMBL4996921,
3708,3708,OADMET-0001370,PBPJNPVQCDLLAK-UHFFFAOYSA-N,CHEMBL4888503,
3724,3724,OADMET-0001354,LHRFEDACWGCBSE-UHFFFAOYSA-N,CHEMBL4452302,
3773,3773,OADMET-0001302,XUMZBOQAKUKQEE-UHFFFAOYSA-N,CHEMBL5018320,
3810,3810,OADMET-0001259,CDLNPPFUPRYCGH-UHFFFAOYSA-N,CHEMBL5312222,
3814,3814,OADMET-0001255,RGHABDMYJXOZIX-UHFFFAOYSA-N,CHEMBL3474646,
3829,3829,OADMET-0001239,SGIWFELWJPNFDH-UHFFFAOYSA-N,CHEMBL62136,T091317
3849,3849,OADMET-0001219,LJRYXBPRGANJNJ-SNVBAGLBSA-N,CHEMBL4947289,
3851,3851,OADMET-0001217,AXULNPTYUTZHPO-XZDPQHSOSA-N,CHEMBL4906811,
3857,3857,OADMET-0001211,HDDPHIJXRQUBAH-UHFFFAOYSA-N,CHEMBL5312452,
3873,3873,OADMET-0001194,ZYVDPLFLZJDOME-CYBMUJFWSA-N,CHEMBL4997679,
3879,3879,OADMET-0001188,CUHMGLKYYDBKKG-CYDGBPFRSA-N,CHEMBL5003421,
3881,3881,OADMET-0001186,KOOXIBLGCDQBLS-UHFFFAOYSA-N,CHEMBL4927795,
3895,3895,OADMET-0001172,FARZBCSGTCEEEZ-UHFFFAOYSA-N,CHEMBL4902778,
3928,3928,OADMET-0001139,RNFZLGGTLSJQQA-RCCFBDPRSA-N,CHEMBL4997781,
3930,3930,OADMET-0001137,RDUBMRQBXXGJKD-UHFFFAOYSA-N,CHEMBL4947409,
3932,3932,OADMET-0001135,BARCBVYKTMCUJW-UHFFFAOYSA-N,CHEMBL5313454,
3939,3939,OADMET-0001128,HREOGACCCQJLAN-UHFFFAOYSA-N,CHEMBL4959013,
3940,3940,OADMET-0001127,QQDHWZQPKGRONW-UHFFFAOYSA-N,CHEMBL4966573,
3948,3948,OADMET-0001119,RBUSDJXSFVCUEU-UHFFFAOYSA-N,CHEMBL4958814,
3968,3968,OADMET-0001099,WKNVYZKOFVFSJF-UHFFFAOYSA-N,CHEMBL4923903,
3986,3986,OADMET-0001081,OOEXIKCMUVRMJQ-GJZGRUSLSA-N,CHEMBL4990130,
4014,4014,OADMET-0001053,DMNMYIKKKPDSDB-BETUJISGSA-N,CHEMBL4900224,
4065,4065,OADMET-0001002,JXIWCQMZTYYECU-UHFFFAOYSA-N,CHEMBL4959438,
4100,4100,OADMET-0000967,VJKQDNBXKMSKKV-UHFFFAOYSA-N,CHEMBL2314508,
4107,4107,OADMET-0000960,MBFUOROPAUDQLO-UHFFFAOYSA-N,CHEMBL3474797,
4115,4115,OADMET-0000952,NFULUNKDVJDAEM-UHFFFAOYSA-N,CHEMBL4941062,
